sample_id,sra_study,bioproject
SAMN06164456,SRP096283,PRJNA354235
SAMN06164437,SRP096283,PRJNA354235
SAMN06164567,SRP096283,PRJNA354235
SAMN06165602,SRP096283,PRJNA354235
SAMN06164572,SRP096283,PRJNA354235
SAMN06164978,SRP096283,PRJNA354235
SAMN06164496,SRP096283,PRJNA354235
SAMN06165168,SRP096283,PRJNA354235
SAMN06165123,SRP096283,PRJNA354235
SAMN06164962,SRP096283,PRJNA354235
SAMN06165120,SRP096283,PRJNA354235
SAMN06165572,SRP096283,PRJNA354235
SAMN06165008,SRP096283,PRJNA354235
SAMN06164750,SRP096283,PRJNA354235
SAMN06165692,SRP096283,PRJNA354235
SAMN06165549,SRP096283,PRJNA354235
SAMN06164614,SRP096283,PRJNA354235
SAMN06164791,SRP096283,PRJNA354235
SAMN06165075,SRP096283,PRJNA354235
SAMN06165086,SRP096283,PRJNA354235
SAMN06164561,SRP096283,PRJNA354235
SAMN06164655,SRP096283,PRJNA354235
SAMN06164680,SRP096283,PRJNA354235
SAMN06164440,SRP096283,PRJNA354235
SAMN06165286,SRP096283,PRJNA354235
SAMN06165590,SRP096283,PRJNA354235
SAMN06164410,SRP096283,PRJNA354235
SAMN06164604,SRP096283,PRJNA354235
SAMN06164838,SRP096283,PRJNA354235
SAMN06165274,SRP096283,PRJNA354235
SAMN06165027,SRP096283,PRJNA354235
SAMN06164798,SRP096283,PRJNA354235
SAMN06164702,SRP096283,PRJNA354235
SAMN06165320,SRP096283,PRJNA354235
SAMN06164412,SRP096283,PRJNA354235
SAMN06165718,SRP096283,PRJNA354235
SAMN06164739,SRP096283,PRJNA354235
SAMN06164700,SRP096283,PRJNA354235
SAMN06164821,SRP096283,PRJNA354235
SAMN06165272,SRP096283,PRJNA354235
SAMN06164977,SRP096283,PRJNA354235
SAMN06164827,SRP096283,PRJNA354235
SAMN06164559,SRP096283,PRJNA354235
SAMN06165550,SRP096283,PRJNA354235
SAMN06164529,SRP096283,PRJNA354235
SAMN06165122,SRP096283,PRJNA354235
SAMN06165626,SRP096283,PRJNA354235
SAMN06164698,SRP096283,PRJNA354235
SAMN06164746,SRP096283,PRJNA354235
SAMN06164871,SRP096283,PRJNA354235
SAMN06165645,SRP096283,PRJNA354235
SAMN06165556,SRP096283,PRJNA354235
SAMN06165713,SRP096283,PRJNA354235
SAMN06165642,SRP096283,PRJNA354235
SAMN06165699,SRP096283,PRJNA354235
SAMN06165714,SRP096283,PRJNA354235
SAMN06164461,SRP096283,PRJNA354235
SAMN06164831,SRP096283,PRJNA354235
SAMN06164646,SRP096283,PRJNA354235
SAMN06165026,SRP096283,PRJNA354235
SAMN06165110,SRP096283,PRJNA354235
SAMN06164613,SRP096283,PRJNA354235
SAMN06164394,SRP096283,PRJNA354235
SAMN06164531,SRP096283,PRJNA354235
SAMN06164610,SRP096283,PRJNA354235
SAMN06165046,SRP096283,PRJNA354235
SAMN06164825,SRP096283,PRJNA354235
SAMN06164732,SRP096283,PRJNA354235
SAMN06164726,SRP096283,PRJNA354235
SAMN06164420,SRP096283,PRJNA354235
SAMN06164516,SRP096283,PRJNA354235
SAMN06164964,SRP096283,PRJNA354235
SAMN06164417,SRP096283,PRJNA354235
SAMN06164833,SRP096283,PRJNA354235
SAMN06165709,SRP096283,PRJNA354235
SAMN06164608,SRP096283,PRJNA354235
SAMN06164428,SRP096283,PRJNA354235
SAMN06164727,SRP096283,PRJNA354235
SAMN06165028,SRP096283,PRJNA354235
SAMN06164473,SRP096283,PRJNA354235
SAMN06165148,SRP096283,PRJNA354235
SAMN06165614,SRP096283,PRJNA354235
SAMN06164540,SRP096283,PRJNA354235
SAMN06165573,SRP096283,PRJNA354235
SAMN06164847,SRP096283,PRJNA354235
SAMN06164616,SRP096283,PRJNA354235
SAMN06164577,SRP096283,PRJNA354235
SAMN06165337,SRP096283,PRJNA354235
SAMN06164629,SRP096283,PRJNA354235
SAMN06164762,SRP096283,PRJNA354235
SAMN06164940,SRP096283,PRJNA354235
SAMN06165276,SRP096283,PRJNA354235
SAMN06164676,SRP096283,PRJNA354235
SAMN06165275,SRP096283,PRJNA354235
SAMN06164471,SRP096283,PRJNA354235
SAMN06164892,SRP096283,PRJNA354235
SAMN06165076,SRP096283,PRJNA354235
SAMN06164768,SRP096283,PRJNA354235
SAMN06164469,SRP096283,PRJNA354235
SAMN06165583,SRP096283,PRJNA354235
SAMN06165102,SRP096283,PRJNA354235
SAMN06165023,SRP096283,PRJNA354235
SAMN06165332,SRP096283,PRJNA354235
SAMN06165153,SRP096283,PRJNA354235
SAMN06164740,SRP096283,PRJNA354235
SAMN06164731,SRP096283,PRJNA354235
SAMN06165232,SRP096283,PRJNA354235
SAMN06164521,SRP096283,PRJNA354235
SAMN06165185,SRP096283,PRJNA354235
SAMN06165084,SRP096283,PRJNA354235
SAMN06164526,SRP096283,PRJNA354235
SAMN06164581,SRP096283,PRJNA354235
SAMN06164495,SRP096283,PRJNA354235
SAMN06165566,SRP096283,PRJNA354235
SAMN06164859,SRP096283,PRJNA354235
SAMN06165063,SRP096283,PRJNA354235
SAMN06164427,SRP096283,PRJNA354235
SAMN06164828,SRP096283,PRJNA354235
SAMN06164794,SRP096283,PRJNA354235
SAMN06165186,SRP096283,PRJNA354235
SAMN06165343,SRP096283,PRJNA354235
SAMN06165025,SRP096283,PRJNA354235
SAMN06164506,SRP096283,PRJNA354235
SAMN06164645,SRP096283,PRJNA354235
SAMN06164949,SRP096283,PRJNA354235
SAMN06165052,SRP096283,PRJNA354235
SAMN06164786,SRP096283,PRJNA354235
SAMN06164404,SRP096283,PRJNA354235
SAMN06164866,SRP096283,PRJNA354235
SAMN06164884,SRP096283,PRJNA354235
SAMN06164957,SRP096283,PRJNA354235
SAMN06164538,SRP096283,PRJNA354235
SAMN06164708,SRP096283,PRJNA354235
SAMN06165146,SRP096283,PRJNA354235
SAMN06164536,SRP096283,PRJNA354235
SAMN06164409,SRP096283,PRJNA354235
SAMN06164650,SRP096283,PRJNA354235
SAMN06164717,SRP096283,PRJNA354235
SAMN06165703,SRP096283,PRJNA354235
SAMN06165160,SRP096283,PRJNA354235
SAMN06164527,SRP096283,PRJNA354235
SAMN06165263,SRP096283,PRJNA354235
SAMN06165078,SRP096283,PRJNA354235
SAMN06164961,SRP096283,PRJNA354235
SAMN06164525,SRP096283,PRJNA354235
SAMN06164547,SRP096283,PRJNA354235
SAMN06164491,SRP096283,PRJNA354235
SAMN06165604,SRP096283,PRJNA354235
SAMN06165580,SRP096283,PRJNA354235
SAMN06165651,SRP096283,PRJNA354235
SAMN06164430,SRP096283,PRJNA354235
SAMN06164719,SRP096283,PRJNA354235
SAMN06165705,SRP096283,PRJNA354235
SAMN06165607,SRP096283,PRJNA354235
SAMN06164876,SRP096283,PRJNA354235
SAMN06164594,SRP096283,PRJNA354235
SAMN06165250,SRP096283,PRJNA354235
SAMN06164627,SRP096283,PRJNA354235
SAMN06164816,SRP096283,PRJNA354235
SAMN06164397,SRP096283,PRJNA354235
SAMN06164523,SRP096283,PRJNA354235
SAMN06164453,SRP096283,PRJNA354235
SAMN06164683,SRP096283,PRJNA354235
SAMN06164636,SRP096283,PRJNA354235
SAMN06165564,SRP096283,PRJNA354235
SAMN06164588,SRP096283,PRJNA354235
SAMN06165251,SRP096283,PRJNA354235
SAMN06165004,SRP096283,PRJNA354235
SAMN06164795,SRP096283,PRJNA354235
SAMN06164508,SRP096283,PRJNA354235
SAMN06164869,SRP096283,PRJNA354235
SAMN06165625,SRP096283,PRJNA354235
SAMN06164812,SRP096283,PRJNA354235
SAMN06165654,SRP096283,PRJNA354235
SAMN06165187,SRP096283,PRJNA354235
SAMN06164685,SRP096283,PRJNA354235
SAMN06164625,SRP096283,PRJNA354235
SAMN06164946,SRP096283,PRJNA354235
SAMN06164742,SRP096283,PRJNA354235
SAMN06164498,SRP096283,PRJNA354235
SAMN06165151,SRP096283,PRJNA354235
SAMN06165205,SRP096283,PRJNA354235
SAMN06164971,SRP096283,PRJNA354235
SAMN06165095,SRP096283,PRJNA354235
SAMN06164887,SRP096283,PRJNA354235
SAMN06164707,SRP096283,PRJNA354235
SAMN06165613,SRP096283,PRJNA354235
SAMN06164490,SRP096283,PRJNA354235
SAMN06164824,SRP096283,PRJNA354235
SAMN06164553,SRP096283,PRJNA354235
SAMN06164959,SRP096283,PRJNA354235
SAMN06165551,SRP096283,PRJNA354235
SAMN06165624,SRP096283,PRJNA354235
SAMN06164396,SRP096283,PRJNA354235
SAMN06164501,SRP096283,PRJNA354235
SAMN06164796,SRP096283,PRJNA354235
SAMN06164500,SRP096283,PRJNA354235
SAMN06164548,SRP096283,PRJNA354235
SAMN06165226,SRP096283,PRJNA354235
SAMN06164697,SRP096283,PRJNA354235
SAMN06165137,SRP096283,PRJNA354235
SAMN06165581,SRP096283,PRJNA354235
SAMN06165707,SRP096283,PRJNA354235
SAMN06165664,SRP096283,PRJNA354235
SAMN06165554,SRP096283,PRJNA354235
SAMN06165696,SRP096283,PRJNA354235
SAMN06165641,SRP096283,PRJNA354235
SAMN06165582,SRP096283,PRJNA354235
SAMN06165596,SRP096283,PRJNA354235
SAMN06164805,SRP096283,PRJNA354235
SAMN06165630,SRP096283,PRJNA354235
SAMN06164597,SRP096283,PRJNA354235
SAMN06164952,SRP096283,PRJNA354235
SAMN06164653,SRP096283,PRJNA354235
SAMN06164411,SRP096283,PRJNA354235
SAMN06165328,SRP096283,PRJNA354235
SAMN06164888,SRP096283,PRJNA354235
SAMN06165067,SRP096283,PRJNA354235
SAMN06164630,SRP096283,PRJNA354235
SAMN06165216,SRP096283,PRJNA354235
SAMN06164656,SRP096283,PRJNA354235
SAMN06165154,SRP096283,PRJNA354235
SAMN06164970,SRP096283,PRJNA354235
SAMN06164714,SRP096283,PRJNA354235
SAMN06164429,SRP096283,PRJNA354235
SAMN06164672,SRP096283,PRJNA354235
SAMN06165029,SRP096283,PRJNA354235
SAMN06164778,SRP096283,PRJNA354235
SAMN06164402,SRP096283,PRJNA354235
SAMN06164663,SRP096283,PRJNA354235
SAMN06164426,SRP096283,PRJNA354235
SAMN06164532,SRP096283,PRJNA354235
SAMN06164873,SRP096283,PRJNA354235
SAMN06165183,SRP096283,PRJNA354235
SAMN06165575,SRP096283,PRJNA354235
SAMN06164857,SRP096283,PRJNA354235
SAMN06164592,SRP096283,PRJNA354235
SAMN06164635,SRP096283,PRJNA354235
SAMN06164595,SRP096283,PRJNA354235
SAMN06165341,SRP096283,PRJNA354235
SAMN06164503,SRP096283,PRJNA354235
SAMN06164493,SRP096283,PRJNA354235
SAMN06164760,SRP096283,PRJNA354235
SAMN06165050,SRP096283,PRJNA354235
SAMN06164573,SRP096283,PRJNA354235
SAMN06164633,SRP096283,PRJNA354235
SAMN06164600,SRP096283,PRJNA354235
SAMN06164433,SRP096283,PRJNA354235
SAMN06164789,SRP096283,PRJNA354235
SAMN06165039,SRP096283,PRJNA354235
SAMN06165215,SRP096283,PRJNA354235
SAMN06164432,SRP096283,PRJNA354235
SAMN06164688,SRP096283,PRJNA354235
SAMN06164643,SRP096283,PRJNA354235
SAMN06164478,SRP096283,PRJNA354235
SAMN06164692,SRP096283,PRJNA354235
SAMN06164829,SRP096283,PRJNA354235
SAMN06164442,SRP096283,PRJNA354235
SAMN06165611,SRP096283,PRJNA354235
SAMN06164891,SRP096283,PRJNA354235
SAMN06164609,SRP096283,PRJNA354235
SAMN06164848,SRP096283,PRJNA354235
SAMN06164761,SRP096283,PRJNA354235
SAMN06164969,SRP096283,PRJNA354235
SAMN06164846,SRP096283,PRJNA354235
SAMN06164421,SRP096283,PRJNA354235
SAMN06164678,SRP096283,PRJNA354235
SAMN06165321,SRP096283,PRJNA354235
SAMN06164649,SRP096283,PRJNA354235
SAMN06165079,SRP096283,PRJNA354235
SAMN06165675,SRP096283,PRJNA354235
SAMN06165555,SRP096283,PRJNA354235
SAMN06165702,SRP096283,PRJNA354235
SAMN06165565,SRP096283,PRJNA354235
SAMN06165586,SRP096283,PRJNA354235
SAMN06165700,SRP096283,PRJNA354235
SAMN06165568,SRP096283,PRJNA354235
SAMN06164439,SRP096283,PRJNA354235
SAMN06164718,SRP096283,PRJNA354235
SAMN06164451,SRP096283,PRJNA354235
SAMN06164543,SRP096283,PRJNA354235
SAMN06164674,SRP096283,PRJNA354235
SAMN06164641,SRP096283,PRJNA354235
SAMN06164772,SRP096283,PRJNA354235
SAMN06164694,SRP096283,PRJNA354235
SAMN06164619,SRP096283,PRJNA354235
SAMN06164792,SRP096283,PRJNA354235
SAMN06164507,SRP096283,PRJNA354235
SAMN06164637,SRP096283,PRJNA354235
SAMN06165005,SRP096283,PRJNA354235
SAMN06164497,SRP096283,PRJNA354235
SAMN06165622,SRP096283,PRJNA354235
SAMN06165105,SRP096283,PRJNA354235
SAMN06165591,SRP096283,PRJNA354235
SAMN06164925,SRP096283,PRJNA354235
SAMN06164514,SRP096283,PRJNA354235
SAMN06164670,SRP096283,PRJNA354235
SAMN06164481,SRP096283,PRJNA354235
SAMN06165233,SRP096283,PRJNA354235
SAMN06164720,SRP096283,PRJNA354235
SAMN06164399,SRP096283,PRJNA354235
SAMN06164806,SRP096283,PRJNA354235
SAMN06164593,SRP096283,PRJNA354235
SAMN06164628,SRP096283,PRJNA354235
SAMN06164611,SRP096283,PRJNA354235
SAMN06164815,SRP096283,PRJNA354235
SAMN06165024,SRP096283,PRJNA354235
SAMN06165338,SRP096283,PRJNA354235
SAMN06164664,SRP096283,PRJNA354235
SAMN06164414,SRP096283,PRJNA354235
SAMN06164779,SRP096283,PRJNA354235
SAMN06165631,SRP096283,PRJNA354235
SAMN06165316,SRP096283,PRJNA354235
SAMN06165223,SRP096283,PRJNA354235
SAMN06164652,SRP096283,PRJNA354235
SAMN06165674,SRP096283,PRJNA354235
SAMN06164513,SRP096283,PRJNA354235
SAMN06164758,SRP096283,PRJNA354235
SAMN06164596,SRP096283,PRJNA354235
SAMN06164502,SRP096283,PRJNA354235
SAMN06165220,SRP096283,PRJNA354235
SAMN06165262,SRP096283,PRJNA354235
SAMN06164837,SRP096283,PRJNA354235
SAMN06164895,SRP096283,PRJNA354235
SAMN06164462,SRP096283,PRJNA354235
SAMN06164586,SRP096283,PRJNA354235
SAMN06165144,SRP096283,PRJNA354235
SAMN06164745,SRP096283,PRJNA354235
SAMN06164574,SRP096283,PRJNA354235
SAMN06164568,SRP096283,PRJNA354235
SAMN06164743,SRP096283,PRJNA354235
SAMN06164715,SRP096283,PRJNA354235
SAMN06164723,SRP096283,PRJNA354235
SAMN06165314,SRP096283,PRJNA354235
SAMN06164642,SRP096283,PRJNA354235
SAMN06164565,SRP096283,PRJNA354235
SAMN06164571,SRP096283,PRJNA354235
SAMN06164569,SRP096283,PRJNA354235
SAMN06165040,SRP096283,PRJNA354235
SAMN06164638,SRP096283,PRJNA354235
SAMN06165141,SRP096283,PRJNA354235
SAMN06164747,SRP096283,PRJNA354235
SAMN06164711,SRP096283,PRJNA354235
SAMN06165340,SRP096283,PRJNA354235
SAMN06164693,SRP096283,PRJNA354235
SAMN06164917,SRP096283,PRJNA354235
SAMN06164494,SRP096283,PRJNA354235
SAMN06164875,SRP096283,PRJNA354235
SAMN06164436,SRP096283,PRJNA354235
SAMN06165704,SRP096283,PRJNA354235
SAMN06165100,SRP096283,PRJNA354235
SAMN06164661,SRP096283,PRJNA354235
SAMN06164509,SRP096283,PRJNA354235
SAMN06164960,SRP096283,PRJNA354235
SAMN06165147,SRP096283,PRJNA354235
SAMN06164984,SRP096283,PRJNA354235
SAMN06165235,SRP096283,PRJNA354235
SAMN06164841,SRP096283,PRJNA354235
SAMN06165669,SRP096283,PRJNA354235
SAMN06164617,SRP096283,PRJNA354235
SAMN06164391,SRP096283,PRJNA354235
SAMN06165013,SRP096283,PRJNA354235
SAMN06164868,SRP096283,PRJNA354235
SAMN06164644,SRP096283,PRJNA354235
SAMN06165224,SRP096283,PRJNA354235
SAMN06164499,SRP096283,PRJNA354235
SAMN06164776,SRP096283,PRJNA354235
SAMN06164728,SRP096283,PRJNA354235
SAMN06164735,SRP096283,PRJNA354235
SAMN06164564,SRP096283,PRJNA354235
SAMN06165634,SRP096283,PRJNA354235
SAMN06165571,SRP096283,PRJNA354235
SAMN06164927,SRP096283,PRJNA354235
SAMN06165621,SRP096283,PRJNA354235
SAMN06165104,SRP096283,PRJNA354235
SAMN06164639,SRP096283,PRJNA354235
SAMN06164448,SRP096283,PRJNA354235
SAMN06165617,SRP096283,PRJNA354235
SAMN06165667,SRP096283,PRJNA354235
SAMN06165563,SRP096283,PRJNA354235
SAMN06444517,SRP102872,PRJNA376566
SAMN06444640,SRP102872,PRJNA376566
SAMN06444563,SRP102872,PRJNA376566
SAMN06444449,SRP102872,PRJNA376566
SAMN06444475,SRP102872,PRJNA376566
SAMN06444618,SRP102872,PRJNA376566
SAMN06444310,SRP102872,PRJNA376566
SAMN06444386,SRP102872,PRJNA376566
SAMN06444509,SRP102872,PRJNA376566
SAMN06444690,SRP102872,PRJNA376566
SAMN06444611,SRP102872,PRJNA376566
SAMN06444620,SRP102872,PRJNA376566
SAMN06444584,SRP102872,PRJNA376566
SAMN06444575,SRP102872,PRJNA376566
SAMN06444399,SRP102872,PRJNA376566
SAMN06444655,SRP102872,PRJNA376566
SAMN06444552,SRP102872,PRJNA376566
SAMN06444381,SRP102872,PRJNA376566
SAMN06444606,SRP102872,PRJNA376566
SAMN06444625,SRP102872,PRJNA376566
SAMN06444632,SRP102872,PRJNA376566
SAMN06444499,SRP102872,PRJNA376566
SAMN06444635,SRP102872,PRJNA376566
SAMN06444518,SRP102872,PRJNA376566
SAMN06444634,SRP102872,PRJNA376566
SAMN06444679,SRP102872,PRJNA376566
SAMN06444639,SRP102872,PRJNA376566
SAMN06444375,SRP102872,PRJNA376566
SAMN06444603,SRP102872,PRJNA376566
SAMN06444495,SRP102872,PRJNA376566
SAMN06444338,SRP102872,PRJNA376566
SAMN06444454,SRP102872,PRJNA376566
SAMN06444515,SRP102872,PRJNA376566
SAMN06444580,SRP102872,PRJNA376566
SAMN06444683,SRP102872,PRJNA376566
SAMN06444653,SRP102872,PRJNA376566
SAMN06444560,SRP102872,PRJNA376566
SAMN06444466,SRP102872,PRJNA376566
SAMN06444688,SRP102872,PRJNA376566
SAMN06444578,SRP102872,PRJNA376566
SAMN06444337,SRP102872,PRJNA376566
SAMN06444438,SRP102872,PRJNA376566
SAMN06444530,SRP102872,PRJNA376566
SAMN06444481,SRP102872,PRJNA376566
SAMN06444484,SRP102872,PRJNA376566
SAMN06444445,SRP102872,PRJNA376566
SAMN06444638,SRP102872,PRJNA376566
SAMN06444477,SRP102872,PRJNA376566
SAMN06444587,SRP102872,PRJNA376566
SAMN06444624,SRP102872,PRJNA376566
SAMN06444376,SRP102872,PRJNA376566
SAMN06444534,SRP102872,PRJNA376566
SAMN06444488,SRP102872,PRJNA376566
SAMN06444427,SRP102872,PRJNA376566
SAMN06444441,SRP102872,PRJNA376566
SAMN06444694,SRP102872,PRJNA376566
SAMN06444687,SRP102872,PRJNA376566
SAMN06444356,SRP102872,PRJNA376566
SAMN06444589,SRP102872,PRJNA376566
SAMN06444510,SRP102872,PRJNA376566
SAMN06444617,SRP102872,PRJNA376566
SAMN06444503,SRP102872,PRJNA376566
SAMN06444516,SRP102872,PRJNA376566
SAMN06444329,SRP102872,PRJNA376566
SAMN06444464,SRP102872,PRJNA376566
SAMN06444541,SRP102872,PRJNA376566
SAMN06444406,SRP102872,PRJNA376566
SAMN06444514,SRP102872,PRJNA376566
SAMN06444313,SRP102872,PRJNA376566
SAMN06444677,SRP102872,PRJNA376566
SAMN06444317,SRP102872,PRJNA376566
SAMN06444535,SRP102872,PRJNA376566
SAMN06444574,SRP102872,PRJNA376566
SAMN06444591,SRP102872,PRJNA376566
SAMN06444448,SRP102872,PRJNA376566
SAMN06444440,SRP102872,PRJNA376566
SAMN06444565,SRP102872,PRJNA376566
SAMN06444436,SRP102872,PRJNA376566
SAMN06444628,SRP102872,PRJNA376566
SAMN06444674,SRP102872,PRJNA376566
SAMN06444664,SRP102872,PRJNA376566
SAMN06444673,SRP102872,PRJNA376566
SAMN06444423,SRP102872,PRJNA376566
SAMN06444451,SRP102872,PRJNA376566
SAMN06444601,SRP102872,PRJNA376566
SAMN06444421,SRP102872,PRJNA376566
SAMN06444676,SRP102872,PRJNA376566
SAMN06444493,SRP102872,PRJNA376566
SAMN06444342,SRP102872,PRJNA376566
SAMN06444647,SRP102872,PRJNA376566
SAMN06444443,SRP102872,PRJNA376566
SAMN06444562,SRP102872,PRJNA376566
SAMN06444430,SRP102872,PRJNA376566
SAMN06444426,SRP102872,PRJNA376566
SAMN06444447,SRP102872,PRJNA376566
SAMN06444348,SRP102872,PRJNA376566
SAMN06444544,SRP102872,PRJNA376566
SAMN06444433,SRP102872,PRJNA376566
SAMN06444670,SRP102872,PRJNA376566
SAMN06444702,SRP102872,PRJNA376566
SAMN06444349,SRP102872,PRJNA376566
SAMN06444595,SRP102872,PRJNA376566
SAMN06444419,SRP102872,PRJNA376566
SAMN06444600,SRP102872,PRJNA376566
SAMN06444391,SRP102872,PRJNA376566
SAMN06444424,SRP102872,PRJNA376566
SAMN06444545,SRP102872,PRJNA376566
SAMN06444543,SRP102872,PRJNA376566
SAMN06444602,SRP102872,PRJNA376566
SAMN06444368,SRP102872,PRJNA376566
SAMN06444533,SRP102872,PRJNA376566
SAMN06444529,SRP102872,PRJNA376566
SAMN06444405,SRP102872,PRJNA376566
SAMN06444410,SRP102872,PRJNA376566
SAMN06444398,SRP102872,PRJNA376566
SAMN06444672,SRP102872,PRJNA376566
SAMN06444615,SRP102872,PRJNA376566
SAMN06444573,SRP102872,PRJNA376566
SAMN06444318,SRP102872,PRJNA376566
SAMN06444710,SRP102872,PRJNA376566
SAMN06444633,SRP102872,PRJNA376566
SAMN06444372,SRP102872,PRJNA376566
SAMN06444333,SRP102872,PRJNA376566
SAMN06444360,SRP102872,PRJNA376566
SAMN06444345,SRP102872,PRJNA376566
SAMN06444346,SRP102872,PRJNA376566
SAMN06444409,SRP102872,PRJNA376566
SAMN06444320,SRP102872,PRJNA376566
SAMN06444377,SRP102872,PRJNA376566
SAMN06444660,SRP102872,PRJNA376566
SAMN06444472,SRP102872,PRJNA376566
SAMN06444582,SRP102872,PRJNA376566
SAMN06444654,SRP102872,PRJNA376566
SAMN06444572,SRP102872,PRJNA376566
SAMN06444428,SRP102872,PRJNA376566
SAMN06444667,SRP102872,PRJNA376566
SAMN06444339,SRP102872,PRJNA376566
SAMN06444462,SRP102872,PRJNA376566
SAMN06444357,SRP102872,PRJNA376566
SAMN06444432,SRP102872,PRJNA376566
SAMN06444365,SRP102872,PRJNA376566
SAMN06444568,SRP102872,PRJNA376566
SAMN06444626,SRP102872,PRJNA376566
SAMN06444489,SRP102872,PRJNA376566
SAMN06444709,SRP102872,PRJNA376566
SAMN06444659,SRP102872,PRJNA376566
SAMN06444613,SRP102872,PRJNA376566
SAMN06444418,SRP102872,PRJNA376566
SAMN06444636,SRP102872,PRJNA376566
SAMN06444668,SRP102872,PRJNA376566
SAMN06444511,SRP102872,PRJNA376566
SAMN06444712,SRP102872,PRJNA376566
SAMN06444429,SRP102872,PRJNA376566
SAMN06444685,SRP102872,PRJNA376566
SAMN06444414,SRP102872,PRJNA376566
SAMN06444411,SRP102872,PRJNA376566
SAMN06444362,SRP102872,PRJNA376566
SAMN06444374,SRP102872,PRJNA376566
SAMN06444444,SRP102872,PRJNA376566
SAMN06444490,SRP102872,PRJNA376566
SAMN06444334,SRP102872,PRJNA376566
SAMN06444314,SRP102872,PRJNA376566
SAMN06444478,SRP102872,PRJNA376566
SAMN06444307,SRP102872,PRJNA376566
SAMN06444689,SRP102872,PRJNA376566
SAMN06444416,SRP102872,PRJNA376566
SAMN06444335,SRP102872,PRJNA376566
SAMN06444505,SRP102872,PRJNA376566
SAMN06444330,SRP102872,PRJNA376566
SAMN06444528,SRP102872,PRJNA376566
SAMN06444713,SRP102872,PRJNA376566
SAMN06444559,SRP102872,PRJNA376566
SAMN06444579,SRP102872,PRJNA376566
SAMN06444361,SRP102872,PRJNA376566
SAMN06444567,SRP102872,PRJNA376566
SAMN06444522,SRP102872,PRJNA376566
SAMN06444404,SRP102872,PRJNA376566
SAMN06444695,SRP102872,PRJNA376566
SAMN06444669,SRP102872,PRJNA376566
SAMN06444378,SRP102872,PRJNA376566
SAMN06444555,SRP102872,PRJNA376566
SAMN06444663,SRP102872,PRJNA376566
SAMN06444312,SRP102872,PRJNA376566
SAMN06444501,SRP102872,PRJNA376566
SAMN06444698,SRP102872,PRJNA376566
SAMN06444507,SRP102872,PRJNA376566
SAMN06444471,SRP102872,PRJNA376566
SAMN06444684,SRP102872,PRJNA376566
SAMN06444637,SRP102872,PRJNA376566
SAMN06444384,SRP102872,PRJNA376566
SAMN06444328,SRP102872,PRJNA376566
SAMN06444347,SRP102872,PRJNA376566
SAMN06444609,SRP102872,PRJNA376566
SAMN06444498,SRP102872,PRJNA376566
SAMN06444581,SRP102872,PRJNA376566
SAMN06444343,SRP102872,PRJNA376566
SAMN06444605,SRP102872,PRJNA376566
SAMN06444569,SRP102872,PRJNA376566
SAMN06444527,SRP102872,PRJNA376566
SAMN06444315,SRP102872,PRJNA376566
SAMN06444711,SRP102872,PRJNA376566
SAMN06444590,SRP102872,PRJNA376566
SAMN06444351,SRP102872,PRJNA376566
SAMN06444453,SRP102872,PRJNA376566
SAMN06444657,SRP102872,PRJNA376566
SAMN06444366,SRP102872,PRJNA376566
SAMN06444691,SRP102872,PRJNA376566
SAMN06444390,SRP102872,PRJNA376566
SAMN06444325,SRP102872,PRJNA376566
SAMN06444648,SRP102872,PRJNA376566
SAMN06444408,SRP102872,PRJNA376566
SAMN06444621,SRP102872,PRJNA376566
SAMN06444373,SRP102872,PRJNA376566
SAMN06444476,SRP102872,PRJNA376566
SAMN06444487,SRP102872,PRJNA376566
SAMN06444379,SRP102872,PRJNA376566
SAMN06444508,SRP102872,PRJNA376566
SAMN06444450,SRP102872,PRJNA376566
SAMN06444642,SRP102872,PRJNA376566
SAMN06444546,SRP102872,PRJNA376566
SAMN06444437,SRP102872,PRJNA376566
SAMN06444608,SRP102872,PRJNA376566
SAMN06444316,SRP102872,PRJNA376566
SAMN06444401,SRP102872,PRJNA376566
SAMN06444678,SRP102872,PRJNA376566
SAMN06444585,SRP102872,PRJNA376566
SAMN06444400,SRP102872,PRJNA376566
SAMN06444321,SRP102872,PRJNA376566
SAMN06444520,SRP102872,PRJNA376566
SAMN06444539,SRP102872,PRJNA376566
SAMN06444561,SRP102872,PRJNA376566
SAMN06444422,SRP102872,PRJNA376566
SAMN06444547,SRP102872,PRJNA376566
SAMN06444306,SRP102872,PRJNA376566
SAMN06444583,SRP102872,PRJNA376566
SAMN06444525,SRP102872,PRJNA376566
SAMN06444652,SRP102872,PRJNA376566
SAMN06444513,SRP102872,PRJNA376566
SAMN06444661,SRP102872,PRJNA376566
SAMN06444494,SRP102872,PRJNA376566
SAMN06444576,SRP102872,PRJNA376566
SAMN06444415,SRP102872,PRJNA376566
SAMN06444623,SRP102872,PRJNA376566
SAMN06444549,SRP102872,PRJNA376566
SAMN06444344,SRP102872,PRJNA376566
SAMN06444622,SRP102872,PRJNA376566
SAMN06444458,SRP102872,PRJNA376566
SAMN06444483,SRP102872,PRJNA376566
SAMN06444492,SRP102872,PRJNA376566
SAMN06444644,SRP102872,PRJNA376566
SAMN06444369,SRP102872,PRJNA376566
SAMN06444465,SRP102872,PRJNA376566
SAMN06444700,SRP102872,PRJNA376566
SAMN06444704,SRP102872,PRJNA376566
SAMN06444631,SRP102872,PRJNA376566
