study_name	sample_id	subject_id	target_condition	target_condition_ontology_term_id	host_species	host_species_ontology_term_id	body_site	body_site_ontology_term_id	control	control_ontology_term_id	age	age_unit	age_unit_ontology_term_id	sex	sex_ontology_term_id	curator	sequencing_platform	pmid	country	location	westernized	ncbi_accession
SampsonTR_2025	hSCATG043AM3_3MTH_11122019	hSCATG043AM3	Parkinson Disease	NCIT:C26845	Mus musculus	NCBITaxon:10090	feces	NCIT:C13437	Case	NCIT:C49152	3	Month	NCIT:C29846	Male	NCIT:C20197	Kaelyn Long	IlluminaHiSeq	39893159	United States	Alabama	Yes	SRR28674850
SampsonTR_2025	hSCATG043AM3_1MTH_09112019	hSCATG043AM3	Parkinson Disease	NCIT:C26845	Mus musculus	NCBITaxon:10090	feces	NCIT:C13438	Case	NCIT:C49152	1	Month	NCIT:C29846	Male	NCIT:C20197	Kaelyn Long	IlluminaHiSeq	39893159	United States	Alabama	Yes	SRR28674851
SampsonTR_2025	hSCATG043AM3_12MTH_08112020	hSCATG043AM3	Parkinson Disease	NCIT:C26845	Mus musculus	NCBITaxon:10090	feces	NCIT:C13439	Case	NCIT:C49152	12	Month	NCIT:C29846	Male	NCIT:C20197	Kaelyn Long	IlluminaHiSeq	39893159	United States	Alabama	Yes	SRR28674852
SampsonTR_2025	hSCATG043AM2_1MTH_09112019	hSCATG043AM2	Parkinson Disease	NCIT:C26845	Mus musculus	NCBITaxon:10090	feces	NCIT:C13440	Study Control	NCIT:C142703	1	Month	NCIT:C29846	Male	NCIT:C20197	Kaelyn Long	IlluminaHiSeq	39893159	United States	Alabama	Yes	SRR28674855
SampsonTR_2025	hSCATG043AM2_12MTH_08112020	hSCATG043AM2	Parkinson Disease	NCIT:C26845	Mus musculus	NCBITaxon:10090	feces	NCIT:C13441	Study Control	NCIT:C142703	12	Month	NCIT:C29846	Male	NCIT:C20197	Kaelyn Long	IlluminaHiSeq	39893159	United States	Alabama	Yes	SRR28674856
SampsonTR_2025	hSCATG039AM2_12MTH_07082020	hSCATG039AM2	Parkinson Disease	NCIT:C26845	Mus musculus	NCBITaxon:10090	feces	NCIT:C13442	Study Control	NCIT:C142703	12	Month	NCIT:C29846	Male	NCIT:C20197	Kaelyn Long	IlluminaHiSeq	39893159	United States	Alabama	Yes	SRR28674859
SampsonTR_2025	hSCATG020AM1_3MTH_09032019	hSCATG020AM1	Parkinson Disease	NCIT:C26845	Mus musculus	NCBITaxon:10090	feces	NCIT:C13443	Study Control	NCIT:C142703	3	Month	NCIT:C29846	Male	NCIT:C20197	Kaelyn Long	IlluminaHiSeq	39893159	United States	Alabama	Yes	SRR28674860
SampsonTR_2025	hSCATG037AM5_6MTH_01082020	hSCATG037AM5	Parkinson Disease	NCIT:C26845	Mus musculus	NCBITaxon:10090	feces	NCIT:C13444	Case	NCIT:C49152	6	Month	NCIT:C29846	Male	NCIT:C20197	Kaelyn Long	IlluminaHiSeq	39893159	United States	Alabama	Yes	SRR28674861
SampsonTR_2025	hSCATG037AM3_6MTH_01082020	hSCATG037AM3	Parkinson Disease	NCIT:C26845	Mus musculus	NCBITaxon:10090	feces	NCIT:C13445	Case	NCIT:C49152	6	Month	NCIT:C29846	Male	NCIT:C20197	Kaelyn Long	IlluminaHiSeq	39893159	United States	Alabama	Yes	SRR28674865
SampsonTR_2025	hSCATG035AM2_12MTH_06302020	hSCATG035AM2	Parkinson Disease	NCIT:C26845	Mus musculus	NCBITaxon:10090	feces	NCIT:C13446	Study Control	NCIT:C142703	12	Month	NCIT:C29846	Male	NCIT:C20197	Kaelyn Long	IlluminaHiSeq	39893159	United States	Alabama	Yes	SRR28674866
SampsonTR_2025	hSCATG035AM1_6MTH_01022020	hSCATG035AM1	Parkinson Disease	NCIT:C26845	Mus musculus	NCBITaxon:10090	feces	NCIT:C13447	Case	NCIT:C49152	6	Month	NCIT:C29846	Male	NCIT:C20197	Kaelyn Long	IlluminaHiSeq	39893159	United States	Alabama	Yes	SRR28674867
SampsonTR_2025	hSCATG035AM1_3MTH_10032019	hSCATG035AM1	Parkinson Disease	NCIT:C26845	Mus musculus	NCBITaxon:10090	feces	NCIT:C13448	Case	NCIT:C49152	3	Month	NCIT:C29846	Male	NCIT:C20197	Kaelyn Long	IlluminaHiSeq	39893159	United States	Alabama	Yes	SRR28674868
SampsonTR_2025	hSCATG018AM5_6MTH_12032019	hSCATG018AM5	Parkinson Disease	NCIT:C26845	Mus musculus	NCBITaxon:10090	feces	NCIT:C13449	Study Control	NCIT:C142703	6	Month	NCIT:C29846	Male	NCIT:C20197	Kaelyn Long	IlluminaHiSeq	39893159	United States	Alabama	Yes	SRR28674869
